file	raw_frequency_field	candidate_sampling_frequency	confidence	reason
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_peripheral/SUBC041_Session02_2024OCT04.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_peripheral/SUBC041_Session02_2024OCT04.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 17 3440 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_peripheral/SUBC041_Session02_2024OCT04.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_peripheral/SUBC041_Session02_2024OCT04.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 17 3440 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC41_Session02_2024OCT04/SUBC041_Session02_2024OCT04_peripheral/SUBC041_Session02_2024OCT04.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 12 4720 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session01_2024MAY06/SUBC42_Session01_2024MAY06_Peripheral/SUBC42_Session01_2024MAY06.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 66 905 | RESP Freq Per: 16 3700 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.ext	ECG Freq Per: 0 0 | PULS Freq Per: 68 878 | RESP Freq Per: 18 3320 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 68 878 | RESP Freq Per: 18 3320 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.puls	ECG Freq Per: 0 0 | PULS Freq Per: 68 878 | RESP Freq Per: 18 3320 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.resp	ECG Freq Per: 0 0 | PULS Freq Per: 68 877 | RESP Freq Per: 18 3320 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC42_Session02_2024NOV08/SUBC042_Session02_2024NOV08_peripheral/SUBC42-Session2-2024NOV08.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 12 4640 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC43_SESSION01_2024MAY13/SUBC43_SESSION01_2024MAY13_PERIPHERAL/SUBC43_Session01_2024MAY13.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 75 795 | RESP Freq Per: 9 6280 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 7 7840 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 7 7840 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 7 7840 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 7 7840 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC44_Session02_2025FEB19/peripheral/SUBC044_SESSION02_2025FEB19.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 19 3080 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 19 3080 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 19 3080 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.resp	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 19 3080 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC45_SESSION02_2025FEB10/peripheral/SUBC045_SESSION02_2025FEB10.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC45-Session1-2023JUL29-peripheral/SUBC45-Session1-2024JUL29.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 66 903 | RESP Freq Per: 23 2560 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC45-Session1-2023JUL29-peripheral/SUBC45-Session1-2024JUL29.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC45-Session1-2023JUL29-peripheral/SUBC45-Session1-2024JUL29.ext	ECG Freq Per: 0 0 | PULS Freq Per: 203 295 | RESP Freq Per: 19 3080 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC45-Session1-2023JUL29-peripheral/SUBC45-Session1-2024JUL29.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 241 248 | RESP Freq Per: 19 3080 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC45-Session1-2023JUL29-peripheral/SUBC45-Session1-2024JUL29.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC45-Session1-2023JUL29-peripheral/SUBC45-Session1-2024JUL29.puls	ECG Freq Per: 0 0 | PULS Freq Per: 118 505 | RESP Freq Per: 19 3080 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC45-Session1-2023JUL29-peripheral/SUBC45-Session1-2024JUL29.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC45-Session1-2023JUL29-peripheral/SUBC45-Session1-2024JUL29.resp	ECG Freq Per: 0 0 | PULS Freq Per: 120 500 | RESP Freq Per: 19 3100 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC45_Session01_29JUL2024/SUBC45-Session1-2023JUL29-peripheral/SUBC45-Session1-2024JUL29.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC46_Session01_2024AUG23/peripheral/SUBC046-SESSION1-2024AUG23.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 7 8100 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC46_Session01_2024AUG23/peripheral/SUBC046-SESSION1-2024AUG23.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC46_Session01_2024AUG23/peripheral/SUBC046-SESSION1-2024AUG23.ext	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC46_Session01_2024AUG23/peripheral/SUBC046-SESSION1-2024AUG23.ext2	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC46_Session01_2024AUG23/peripheral/SUBC046-SESSION1-2024AUG23.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC46_Session01_2024AUG23/peripheral/SUBC046-SESSION1-2024AUG23.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC46_Session01_2024AUG23/peripheral/SUBC046-SESSION1-2024AUG23.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session02_2025FEB23/peripheral/SUBC047_SESSION02_2025FEB23.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 58 1033 | RESP Freq Per: 14 4060 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session02_2025FEB23/peripheral/SUBC047_SESSION02_2025FEB23.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session02_2025FEB23/peripheral/SUBC047_SESSION02_2025FEB23.ext	ECG Freq Per: 0 0 | PULS Freq Per: 55 1087 | RESP Freq Per: 14 4220 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session02_2025FEB23/peripheral/SUBC047_SESSION02_2025FEB23.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 54 1093 | RESP Freq Per: 13 4440 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session02_2025FEB23/peripheral/SUBC047_SESSION02_2025FEB23.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session02_2025FEB23/peripheral/SUBC047_SESSION02_2025FEB23.puls	ECG Freq Per: 0 0 | PULS Freq Per: 55 1087 | RESP Freq Per: 14 4220 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session02_2025FEB23/peripheral/SUBC047_SESSION02_2025FEB23.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session02_2025FEB23/peripheral/SUBC047_SESSION02_2025FEB23.resp	ECG Freq Per: 0 0 | PULS Freq Per: 55 1081 | RESP Freq Per: 14 4220 | EXT Freq Per: 64 937 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session02_2025FEB23/peripheral/SUBC047_SESSION02_2025FEB23.resp	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session1_2024AUG27/peripheral/SUBC047_2024AUG27_SESSION1.ecg	ECG Freq Per: 0 0 | PULS Freq Per: 53 1112 | RESP Freq Per: 13 4320 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session1_2024AUG27/peripheral/SUBC047_2024AUG27_SESSION1.ecg	siemens_literature_default_hypothesis=400.0	400.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session1_2024AUG27/peripheral/SUBC047_2024AUG27_SESSION1.ext	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session1_2024AUG27/peripheral/SUBC047_2024AUG27_SESSION1.ext2	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session1_2024AUG27/peripheral/SUBC047_2024AUG27_SESSION1.pmu	NA	NA	INVALID	No frequency-related field recovered.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session1_2024AUG27/peripheral/SUBC047_2024AUG27_SESSION1.puls	ECG Freq Per: 0 0 | PULS Freq Per: 0 0 | RESP Freq Per: 0 0 | EXT Freq Per: 0 0 | EXT2 Freq Per: 0 0	NA	INVALID	Siemens 'Freq Per' reports physiological rate (e.g. bpm) and period (ms), NOT ADC SamplingFrequency. Explicitly rejected.
/lustre06/project/6001995/raw_original/Control/SUBC47_Session1_2024AUG27/peripheral/SUBC047_2024AUG27_SESSION1.puls	siemens_literature_default_hypothesis=50.0	50.0	LOW	Undocumented Siemens model-default hypothesis only; forbidden for conversion.
