subject	session	run	selected_source	discarded_sources	reason	confidence
sub-057	ses-01	03	May-28-2024_ 5-13-43_PM__scan_info_for_subject_SUBON1__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-28-2024_ 5-08-35_PM__Subject_is_SUBON1__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-01	04	May-28-2024_ 5-17-54_PM__scan_info_for_subject_SUBON1__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-28-2024_ 5-13-52_PM__Subject_is_SUBON1__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-01	03	May-28-2024_ 5-13-43_PM__scan_info_for_subject_SUBON1__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-28-2024_ 5-08-35_PM__Subject_is_SUBON1__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-01	04	May-28-2024_ 5-17-54_PM__scan_info_for_subject_SUBON1__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-28-2024_ 5-13-52_PM__Subject_is_SUBON1__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-02	01	December-13-2024_ 2-44-09_PM__scan_info_for_subject_SUBON1-Session2-2024DEC13__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	December-13-2024_ 2-36-23_PM__Subject_is_SUBON1-Session2-2024DEC13__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-02	02	December-13-2024_ 2-49-28_PM__scan_info_for_subject_SUBON1-Session2-2024DEC13__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	December-13-2024_ 2-44-21_PM__Subject_is_SUBON1-Session2-2024DEC13__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-02	01	December-13-2024_ 2-44-09_PM__scan_info_for_subject_SUBON1-Session2-2024DEC13__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	December-13-2024_ 2-36-23_PM__Subject_is_SUBON1-Session2-2024DEC13__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-02	02	December-13-2024_ 2-49-28_PM__scan_info_for_subject_SUBON1-Session2-2024DEC13__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	December-13-2024_ 2-44-21_PM__Subject_is_SUBON1-Session2-2024DEC13__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-02	03	December-13-2024_ 2-55-11_PM__scan_info_for_subject_SUBON1-Session2-2024DEC13__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	December-13-2024_ 2-49-38_PM__Subject_is_SUBON1-Session2-2024DEC13__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-02	04	December-13-2024_ 2-59-43_PM__scan_info_for_subject_SUBON1-Session2-2024DEC13__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	December-13-2024_ 2-55-20_PM__Subject_is_SUBON1-Session2-2024DEC13__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-02	03	December-13-2024_ 2-55-11_PM__scan_info_for_subject_SUBON1-Session2-2024DEC13__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	December-13-2024_ 2-49-38_PM__Subject_is_SUBON1-Session2-2024DEC13__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-02	04	December-13-2024_ 2-59-43_PM__scan_info_for_subject_SUBON1-Session2-2024DEC13__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	December-13-2024_ 2-55-20_PM__Subject_is_SUBON1-Session2-2024DEC13__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-057	ses-02	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-02	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-02	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-057	ses-02	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-058	ses-01	01	February-26-2025_ 9-47-00_AM__scan_info_for_subject_SUBON2-SCAN1__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	February-26-2025_ 9-41-14_AM__Subject_is_SUBON2-SCAN2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-058	ses-01	02	February-26-2025_ 9-51-25_AM__scan_info_for_subject_SUBON2-SCAN1__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	February-26-2025_ 9-47-35_AM__Subject_is_SUBON2-SCAN2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-058	ses-01	01	February-26-2025_ 9-47-00_AM__scan_info_for_subject_SUBON2-SCAN1__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	February-26-2025_ 9-41-14_AM__Subject_is_SUBON2-SCAN2__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-058	ses-01	02	February-26-2025_ 9-51-25_AM__scan_info_for_subject_SUBON2-SCAN1__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	February-26-2025_ 9-47-35_AM__Subject_is_SUBON2-SCAN2__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-058	ses-01	03	February-26-2025_ 9-56-49_AM__scan_info_for_subject_SUBON2-SCAN1__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	February-26-2025_ 9-52-55_AM__Subject_is_SUBON2-SCAN2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-058	ses-01	04	February-26-2025_10-01-08_AM__scan_info_for_subject_SUBON2-SCAN1__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	February-26-2025_ 9-57-18_AM__Subject_is_SUBON2-SCAN1__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-058	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-058	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-058	ses-01	03	February-26-2025_ 9-56-49_AM__scan_info_for_subject_SUBON2-SCAN1__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	February-26-2025_ 9-52-55_AM__Subject_is_SUBON2-SCAN2__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-058	ses-01	04	February-26-2025_10-01-08_AM__scan_info_for_subject_SUBON2-SCAN1__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	February-26-2025_ 9-57-18_AM__Subject_is_SUBON2-SCAN1__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-058	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-058	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-058	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-058	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-059	ses-01	01	May-03-2025_10-09-16_AM__scan_info_for_subject_SUBON03-Session1-2025MAY03__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-03-2025_10-04-20_AM__Subject_is_SUBON03-Session1-2025MAY03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-059	ses-01	02	May-03-2025_10-13-25_AM__scan_info_for_subject_SUBON03-Session1-2025MAY03__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-03-2025_10-09-25_AM__Subject_is_SUBON03-Session1-2025MAY03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-059	ses-01	01	May-03-2025_10-09-16_AM__scan_info_for_subject_SUBON03-Session1-2025MAY03__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-03-2025_10-04-20_AM__Subject_is_SUBON03-Session1-2025MAY03__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-059	ses-01	02	May-03-2025_10-13-25_AM__scan_info_for_subject_SUBON03-Session1-2025MAY03__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-03-2025_10-09-25_AM__Subject_is_SUBON03-Session1-2025MAY03__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-059	ses-01	03	May-03-2025_10-18-55_AM__scan_info_for_subject_SUBON03-Session1-2025MAY03__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-03-2025_10-15-05_AM__Subject_is_SUBON03-Session1-2025MAY03__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-059	ses-01	04	May-03-2025_10-23-02_AM__scan_info_for_subject_SUBON03-Session1-2025MAY03__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-03-2025_10-19-06_AM__Subject_is_SUBON03-Session1-2025MAY03__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-059	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-059	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-059	ses-01	03	May-03-2025_10-18-55_AM__scan_info_for_subject_SUBON03-Session1-2025MAY03__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-03-2025_10-15-05_AM__Subject_is_SUBON03-Session1-2025MAY03__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-059	ses-01	04	May-03-2025_10-23-02_AM__scan_info_for_subject_SUBON03-Session1-2025MAY03__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-03-2025_10-19-06_AM__Subject_is_SUBON03-Session1-2025MAY03__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-059	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-059	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-059	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-059	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-060	ses-01	01	May-17-2025_11-46-30_AM__scan_info_for_subject_SUBON04-SESSION1__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-17-2025_11-41-12_AM__Subject_is_SUBON04-SESSION1__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-060	ses-01	02	May-17-2025_11-51-33_AM__scan_info_for_subject_SUBON04-SESSION1__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-17-2025_11-47-41_AM__Subject_is_SUBON04-SESSION1__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-060	ses-01	01	May-17-2025_11-46-30_AM__scan_info_for_subject_SUBON04-SESSION1__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	May-17-2025_11-41-12_AM__Subject_is_SUBON04-SESSION1__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-060	ses-01	02	May-17-2025_11-51-33_AM__scan_info_for_subject_SUBON04-SESSION1__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	May-17-2025_11-47-41_AM__Subject_is_SUBON04-SESSION1__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-060	ses-01	03	May-17-2025_11-56-36_AM__scan_info_for_subject_SUBON04-SESSION1__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-17-2025_11-52-47_AM__Subject_is_SUBON04-SESSION1__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-060	ses-01	04	May-17-2025_12-00-44_PM__scan_info_for_subject_SUBON04-SESSION1__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-17-2025_11-56-47_AM__Subject_is_SUBON04-SESSION1__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-060	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-060	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-060	ses-01	03	May-17-2025_11-56-36_AM__scan_info_for_subject_SUBON04-SESSION1__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	May-17-2025_11-52-47_AM__Subject_is_SUBON04-SESSION1__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-060	ses-01	04	May-17-2025_12-00-44_PM__scan_info_for_subject_SUBON04-SESSION1__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	May-17-2025_11-56-47_AM__Subject_is_SUBON04-SESSION1__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-060	ses-01	05	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-060	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-060	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-060	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-061	ses-01	01	August-13-2025_ 3-59-48_PM__scan_info_for_subject_SUBON06_SESSION01_2025AUG13__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	August-13-2025_ 3-44-45_PM__Subject_is_SUBON06_SESSION01_2025AUG13__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-061	ses-01	01	August-13-2025_ 3-59-48_PM__scan_info_for_subject_SUBON06_SESSION01_2025AUG13__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	August-13-2025_ 3-44-45_PM__Subject_is_SUBON06_SESSION01_2025AUG13__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-061	ses-01	02	August-13-2025_ 4-04-02_PM__scan_info_for_subject_SUBON06_SESSION01_2025AUG13__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	August-13-2025_ 4-00-12_PM__Subject_is_SUBON06_SESSION01_2025AUG13__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-061	ses-01	03	August-13-2025_ 4-09-19_PM__scan_info_for_subject_SUBON06_SESSION01_2025AUG13__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	August-13-2025_ 4-04-43_PM__Subject_is_SUBON06_SESSION01_2025AUG13__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-061	ses-01	04	August-13-2025_ 4-13-31_PM__scan_info_for_subject_SUBON06_SESSION01_2025AUG13__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	August-13-2025_ 4-09-41_PM__Subject_is_SUBON06_SESSION01_2025AUG13__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-061	ses-01	05	August-13-2025_ 4-14-29_PM__scan_info_for_subject_SUBON06_SESSION01_2025AUG13__selected_run_is_3__fmri_number_is5.mat;fMRI_5.mat;runs_random.mat	August-13-2025_ 4-14-11_PM__Subject_is_SUBON06_SESSION01_2025AUG13__sequence_of_stimuli_for_fMRI_number_5_is_2   8   5   3   7  10   4   9   1   6  11  12.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-061	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-061	ses-01	07	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-061	ses-01	02	August-13-2025_ 4-04-02_PM__scan_info_for_subject_SUBON06_SESSION01_2025AUG13__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	August-13-2025_ 4-00-12_PM__Subject_is_SUBON06_SESSION01_2025AUG13__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-061	ses-01	08	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-061	ses-01	03	August-13-2025_ 4-09-19_PM__scan_info_for_subject_SUBON06_SESSION01_2025AUG13__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	August-13-2025_ 4-04-43_PM__Subject_is_SUBON06_SESSION01_2025AUG13__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-061	ses-01	09	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-061	ses-01	04	August-13-2025_ 4-13-31_PM__scan_info_for_subject_SUBON06_SESSION01_2025AUG13__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	August-13-2025_ 4-09-41_PM__Subject_is_SUBON06_SESSION01_2025AUG13__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-061	ses-01	10	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-061	ses-01	05	August-13-2025_ 4-14-29_PM__scan_info_for_subject_SUBON06_SESSION01_2025AUG13__selected_run_is_3__fmri_number_is5.mat;fMRI_5.mat;runs_random.mat	August-13-2025_ 4-14-11_PM__Subject_is_SUBON06_SESSION01_2025AUG13__sequence_of_stimuli_for_fMRI_number_5_is_2   8   5   3   7  10   4   9   1   6  11  12.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-061	ses-01	06	runs_random.mat		unique_runs_random;insufficient_for_events	low
sub-062	ses-01	01	August-15-2025_ 4-10-16_PM__scan_info_for_subject_SUBON07_SESSION01__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	August-15-2025_ 4-05-08_PM__Subject_is_SUBON07_SESSION01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-062	ses-01	02	August-15-2025_ 4-14-25_PM__scan_info_for_subject_SUBON07_SESSION01__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	August-15-2025_ 4-10-36_PM__Subject_is_SUBON07_SESSION01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-062	ses-01	03	August-15-2025_ 4-19-12_PM__scan_info_for_subject_SUBON07_SESSION01__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	August-15-2025_ 4-15-15_PM__Subject_is_SUBON07_SESSION01__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-062	ses-01	04	August-15-2025_ 4-23-16_PM__scan_info_for_subject_SUBON07_SESSION01__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	August-15-2025_ 4-19-21_PM__Subject_is_SUBON07_SESSION01__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-062	ses-01	01	August-15-2025_ 4-10-16_PM__scan_info_for_subject_SUBON07_SESSION01__selected_run_is_1__fmri_number_is1.mat;fMRI_1.mat;runs_random.mat	August-15-2025_ 4-05-08_PM__Subject_is_SUBON07_SESSION01__sequence_of_stimuli_for_fMRI_number_1_is_11   6  10  12   1   5   9   2   4   7   3   8.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-062	ses-01	02	August-15-2025_ 4-14-25_PM__scan_info_for_subject_SUBON07_SESSION01__selected_run_is_4__fmri_number_is2.mat;fMRI_2.mat;runs_random.mat	August-15-2025_ 4-10-36_PM__Subject_is_SUBON07_SESSION01__sequence_of_stimuli_for_fMRI_number_2_is_6   9  10   3   7   5   1  12   8   4   2  11.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-062	ses-01	03	August-15-2025_ 4-19-12_PM__scan_info_for_subject_SUBON07_SESSION01__selected_run_is_2__fmri_number_is3.mat;fMRI_3.mat;runs_random.mat	August-15-2025_ 4-15-15_PM__Subject_is_SUBON07_SESSION01__sequence_of_stimuli_for_fMRI_number_3_is_3   1   7   8   9   4  12  11   6   2  10   5.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
sub-062	ses-01	04	August-15-2025_ 4-23-16_PM__scan_info_for_subject_SUBON07_SESSION01__selected_run_is_5__fmri_number_is4.mat;fMRI_4.mat;runs_random.mat	August-15-2025_ 4-19-21_PM__Subject_is_SUBON07_SESSION01__sequence_of_stimuli_for_fMRI_number_4_is_12   3  10   6  11   7   1   2   5   8   9   4.mat	unique_scan_info;unique_fMRI_N;discarded_dated_seq_secondary_to_fMRI_N;unique_runs_random	high
